KMC 1+1 simulation started

Simulation parameters:
=====================================================
       substrate_lattice_constant [A] = 2.71500
          adatom_lattice_constant [A] = 2.83000
             vertical_lat_spacing [A] = 2.86833
      spring_const_neighbors [eV/A/A] = 2.15025
 spring_const_next_neighbors [eV/A/A] = 1.07513
                     misfit_coeff [A] = 0.04236
                              D [1/s] = 5.19588e+12
                               E [eV] = 0.53000
                     bond_energy [eV] = 0.40000
                               grid_x = 500
                               grid_y = 80
                     substrate_height = 16
           local_relaxation_range_min = 10
           local_relaxation_range_max = 10
                     time_fluence [s] = 8.000
                  simulation_time [s] = 2.000
                      diffusion_range = 8
              deposition_speed [ML/s] = 0.080
                      temperature [K] = 700
=====================================================

           iter       sim_time      new_atoms         pr_acc   real_time[s]        duv_max
           1000       0.001145              1         1.0000            1.9          0.025
           2000       0.001311              1         1.0000            4.0          0.025
           3000       0.001401              2         1.0000            6.0          0.025
           4000       0.001538              3         1.0000            8.1          0.054
           5000       0.002185              3         0.9998           10.1          0.055
           6000       0.002988              6         0.9998           12.1          0.057
           7000       0.003491              6         0.9999           14.1          0.094
           8000       0.003619              6         0.9997           16.1          0.094
           9000       0.004009              6         0.9998           18.1          0.094
          10000       0.004436              7         0.9998           20.1          0.150
          11000       0.004597              7         0.9998           22.1          0.150
          12000       0.004920              7         0.9997           24.1          0.173
          13000       0.005362              8         0.9997           26.1          0.186
          14000       0.005693              9         0.9997           28.1          0.171
          15000       0.006065              9         0.9997           30.1          0.171
          16000       0.006490              9         0.9997           32.0          0.152
          17000       0.006597              9         0.9997           34.0          0.151
          18000       0.006819              9         0.9997           36.0          0.171
          19000       0.007066              9         0.9997           38.0          0.195
          20000       0.007333              9         0.9997           40.0          0.171
          21000       0.008144             10         0.9998           41.8          0.213
          22000       0.008439             11         0.9997           43.9          0.223
          23000       0.008563             11         0.9997           45.9          0.222
          24000       0.008728             11         0.9997           47.9          0.222
          25000       0.008891             11         0.9998           49.9          0.224
          26000       0.009037             11         0.9998           52.0          0.191
          27000       0.009339             11         0.9998           54.0          0.190
          28000       0.009502             11         0.9998           56.0          0.190
          29000       0.009612             12         0.9998           58.0          0.200
          30000       0.009692             12         0.9998           60.1          0.201
          31000       0.009774             12         0.9998           62.1          0.200
          32000       0.009855             12         0.9998           64.1          0.200
          33000       0.009919             12         0.9998           66.2          0.187
          34000       0.009993             12         0.9998           68.2          0.201
          35000       0.010071             12         0.9998           70.2          0.190
          36000       0.010211             12         0.9998           72.3          0.211
          37000       0.010342             12         0.9998           74.3          0.201
          38000       0.010769             12         0.9998           76.2          0.224
          39000       0.010850             12         0.9998           78.3          0.225
          40000       0.010910             12         0.9998           80.3          0.214
          41000       0.010965             12         0.9998           82.3          0.204
          42000       0.011041             12         0.9998           84.4          0.213
          43000       0.011172             13         0.9998           86.4          0.214
          44000       0.011307             13         0.9998           88.4          0.223
          45000       0.011677             14         0.9998           90.3          0.221
          46000       0.012258             14         0.9998           92.2          0.210
          47000       0.012644             14         0.9998           94.2          0.202
          48000       0.012847             15         0.9998           96.1          0.170
          49000       0.013422             15         0.9998           98.0          0.174
          50000       0.013619             15         0.9998          100.0          0.171
          51000       0.013850             15         0.9998          101.9          0.195
          52000       0.013966             15         0.9998          103.9          0.187
          53000       0.014062             15         0.9998          105.9          0.171
          54000       0.014278             15         0.9998          107.9          0.172
          55000       0.014507             15         0.9998          109.9          0.170
          56000       0.014837             16         0.9998          111.9          0.213
          57000       0.015182             16         0.9998          113.8          0.178
          58000       0.015620             16         0.9997          115.7          0.171
          59000       0.015842             16         0.9997          117.7          0.150
          60000       0.015912             16         0.9997          119.7          0.187
          61000       0.016023             16         0.9997          121.7          0.186
          62000       0.016237             16         0.9997          123.7          0.150
          63000       0.016461             16         0.9997          125.7          0.150
          64000       0.016579             16         0.9997          127.7          0.150
          65000       0.017105             17         0.9997          129.7          0.151
          66000       0.017316             18         0.9997          131.6          0.129
          67000       0.017570             18         0.9997          133.6          0.186
          68000       0.017793             18         0.9997          135.5          0.176
          69000       0.017946             18         0.9997          137.5          0.186
          70000       0.018439             18         0.9997          139.4          0.171
          71000       0.018718             18         0.9996          141.4          0.201
          72000       0.019564             18         0.9996          143.2          0.203
          73000       0.020071             18         0.9996          145.1          0.174
          74000       0.020285             18         0.9996          147.1          0.183
          75000       0.020526             18         0.9996          149.1          0.186
          76000       0.020774             18         0.9996          151.0          0.188
          77000       0.020874             18         0.9996          153.0          0.169
          78000       0.021344             18         0.9996          154.9          0.151
          79000       0.021503             18         0.9996          156.9          0.152
          80000       0.021605             18         0.9996          158.8          0.169
          81000       0.021836             18         0.9996          160.8          0.171
          82000       0.022089             18         0.9996          162.7          0.200
          83000       0.022436             19         0.9996          164.7          0.202
          84000       0.022573             19         0.9996          166.6          0.228
          85000       0.022786             19         0.9996          168.6          0.191
          86000       0.023023             19         0.9996          170.6          0.186
          87000       0.023230             19         0.9996          172.6          0.188
          88000       0.023318             19         0.9996          174.5          0.212
          89000       0.023378             19         0.9996          176.5          0.213
          90000       0.023457             20         0.9996          178.5          0.229
          91000       0.023772             20         0.9996          180.5          0.245
          92000       0.024013             20         0.9996          182.5          0.250
          93000       0.024370             21         0.9996          184.4          0.254
          94000       0.024592             21         0.9996          186.4          0.258
          95000       0.024713             21         0.9996          188.4          0.251
          96000       0.025037             21         0.9996          190.3          0.254
          97000       0.025248             22         0.9996          192.2          0.252
          98000       0.025690             22         0.9996          194.0          0.240
          99000       0.025873             23         0.9996          196.0          0.251
         100000       0.025933             23         0.9996          198.0          0.241
         101000       0.026195             23         0.9996          199.9          0.243
         102000       0.026370             24         0.9996          201.8          0.246
         103000       0.026639             24         0.9996          203.8          0.251
         104000       0.026735             24         0.9996          205.8          0.252
         105000       0.027006             24         0.9996          207.7          0.247
         106000       0.027090             24         0.9996          209.7          0.257
         107000       0.027184             24         0.9996          211.7          0.247
         108000       0.027330             24         0.9996          213.7          0.247
         109000       0.027568             25         0.9996          215.6          0.239
         110000       0.027853             25         0.9996          217.6          0.240
         111000       0.027985             25         0.9996          219.6          0.239
         112000       0.028166             25         0.9996          221.5          0.223
         113000       0.028368             25         0.9996          223.4          0.218
         114000       0.028631             27         0.9996          225.4          0.223
         115000       0.028784             27         0.9996          227.3          0.223
         116000       0.029082             28         0.9996          229.3          0.225
         117000       0.029253             29         0.9996          231.3          0.223
         118000       0.029629             29         0.9996          233.1          0.201
         119000       0.029826             29         0.9996          235.0          0.202
         120000       0.029956             31         0.9996          236.9          0.200
         121000       0.030099             31         0.9996          238.8          0.205
         122000       0.030339             31         0.9996          241.1          0.223
         123000       0.030566             31         0.9996          243.0          0.230
         124000       0.030744             31         0.9996          244.9          0.215
         125000       0.031095             31         0.9996          246.8          0.224
         126000       0.031354             32         0.9996          248.6          0.201
         127000       0.031493             32         0.9996          250.5          0.212
         128000       0.031778             32         0.9996          252.4          0.190
         129000       0.031932             32         0.9996          254.4          0.201
         130000       0.032065             32         0.9996          256.3          0.188
         131000       0.032176             32         0.9996          258.3          0.190
         132000       0.032431             32         0.9996          260.1          0.199
