KMC 1+1 simulation started

Simulation parameters:
=====================================================
       substrate_lattice_constant [A] = 2.71500
          adatom_lattice_constant [A] = 2.83000
             vertical_lat_spacing [A] = 2.86833
      spring_const_neighbors [eV/A/A] = 2.15025
 spring_const_next_neighbors [eV/A/A] = 1.07513
                     misfit_coeff [A] = 0.04236
                              D [1/s] = 5.19588e+12
                               E [eV] = 0.53000
                     bond_energy [eV] = 0.40000
                               grid_x = 500
                               grid_y = 80
                     substrate_height = 16
           local_relaxation_range_min = 10
           local_relaxation_range_max = 10
                     time_fluence [s] = 8.000
                  simulation_time [s] = 2.000
                      diffusion_range = 8
              deposition_speed [ML/s] = 0.160
                      temperature [K] = 600
=====================================================

           iter       sim_time      new_atoms         pr_acc   real_time[s]        duv_max
           1000       0.001116              2         1.0000            1.0          0.025
           2000       0.001638              2         1.0000            2.1          0.025
           3000       0.002269              4         1.0000            3.1          0.054
           4000       0.003267              6         1.0000            4.2          0.056
           5000       0.007260             11         1.0000            5.3          0.125
           6000       0.009625             15         1.0000            6.5          0.185
           7000       0.011328             19         1.0000            7.6          0.212
           8000       0.013710             23         1.0000            8.7          0.214
           9000       0.014860             24         1.0000            9.8          0.212
          10000       0.017452             27         1.0000           10.9          0.223
          11000       0.019580             29         0.9999           12.0          0.213
          12000       0.021269             31         0.9998           13.1          0.214
          13000       0.023425             35         0.9998           14.2          0.220
          14000       0.025551             39         0.9999           15.2          0.240
          15000       0.028579             47         0.9997           16.3          0.239
          16000       0.030266             48         0.9997           17.4          0.239
          17000       0.032173             51         0.9996           18.5          0.245
          18000       0.035576             58         0.9996           19.5          0.261
          19000       0.037966             67         0.9996           20.6          0.276
          20000       0.040433             71         0.9995           21.6          0.279
          21000       0.043027             75         0.9995           22.7          0.283
          22000       0.045813             81         0.9995           23.7          0.289
          23000       0.047989             88         0.9995           24.8          0.292
          24000       0.050462             91         0.9995           25.8          0.290
          25000       0.054257             95         0.9995           26.8          0.286
          26000       0.058057            102         0.9995           27.9          0.290
          27000       0.062258            111         0.9994           28.9          0.291
          28000       0.064046            111         0.9994           30.0          0.291
          29000       0.067261            121         0.9994           31.0          0.308
          30000       0.069976            124         0.9994           32.0          0.294
          31000       0.072785            128         0.9994           33.1          0.296
          32000       0.075996            129         0.9994           34.1          0.290
          33000       0.080147            133         0.9993           35.1          0.290
          34000       0.082748            138         0.9993           36.1          0.293
          35000       0.084536            143         0.9993           37.1          0.295
          36000       0.088620            146         0.9993           38.1          0.296
          37000       0.091376            148         0.9992           39.1          0.299
          38000       0.094192            154         0.9992           40.1          0.299
          39000       0.097395            158         0.9991           41.1          0.300
          40000       0.101436            163         0.9991           42.1          0.300
          41000       0.103613            167         0.9991           43.2          0.301
          42000       0.105149            172         0.9991           44.2          0.300
