KMC 1+1 simulation started

Simulation parameters:
=====================================================
       substrate_lattice_constant [A] = 2.71500
          adatom_lattice_constant [A] = 2.83000
             vertical_lat_spacing [A] = 2.86833
      spring_const_neighbors [eV/A/A] = 2.15025
 spring_const_next_neighbors [eV/A/A] = 1.07513
                     misfit_coeff [A] = 0.04236
                              D [1/s] = 5.19588e+12
                               E [eV] = 0.53000
                     bond_energy [eV] = 0.40000
                               grid_x = 500
                               grid_y = 80
                     substrate_height = 16
           local_relaxation_range_min = 10
           local_relaxation_range_max = 10
                     time_fluence [s] = 8.000
                  simulation_time [s] = 2.000
                      diffusion_range = 8
              deposition_speed [ML/s] = 0.080
                      temperature [K] = 600
=====================================================

           iter       sim_time      new_atoms         pr_acc   real_time[s]        duv_max
         118000       0.351660            314         0.9985          109.5          0.509
         119000       0.353896            319         0.9985          110.4          0.512
         120000       0.356780            322         0.9985          111.4          0.513
         121000       0.360094            325         0.9984          112.3          0.555
         122000       0.363792            330         0.9984          113.3          0.583
         123000       0.366867            333         0.9984          114.2          0.626
         124000       0.370137            337         0.9984          115.2          0.572
         125000       0.372900            339         0.9984          116.2          0.630
         126000       0.376657            340         0.9984          117.1          0.509
         127000       0.380749            343         0.9983          118.0          0.605
         128000       0.383417            344         0.9983          119.0          0.605
         129000       0.387434            350         0.9983          120.0          0.652
         130000       0.390351            353         0.9983          120.9          0.649
         131000       0.393582            356         0.9983          121.9          0.652
         132000       0.396646            361         0.9983          122.8          0.537
         133000       0.399540            367         0.9983          123.8          0.539
         134000       0.403323            371         0.9983          124.7          0.638
         135000       0.406188            375         0.9982          125.6          0.654
         136000       0.408805            377         0.9982          126.5          0.647
         137000       0.411576            380         0.9983          127.5          0.599
         138000       0.414508            382         0.9982          128.4          0.602
         139000       0.417758            387         0.9982          129.4          0.599
         140000       0.420960            392         0.9982          130.3          0.580
         141000       0.423361            394         0.9982          131.3          0.589
         142000       0.426430            397         0.9982          132.2          0.626
         143000       0.431536            400         0.9982          133.2          0.593
         144000       0.434428            403         0.9982          134.1          0.584
         145000       0.437102            403         0.9982          135.0          0.580
         146000       0.439618            408         0.9982          135.9          0.621
         147000       0.444023            411         0.9982          136.9          0.579
         148000       0.447444            415         0.9982          137.8          0.582
         149000       0.451582            418         0.9982          138.8          0.645
         150000       0.455461            421         0.9981          139.7          0.629
         151000       0.459213            424         0.9982          140.7          0.600
         152000       0.463804            428         0.9982          141.6          0.585
         153000       0.467414            430         0.9982          142.6          0.562
         154000       0.470119            432         0.9982          143.5          0.573
         155000       0.473503            436         0.9982          144.5          0.579
         156000       0.476192            438         0.9982          145.4          0.632
         157000       0.479585            442         0.9982          146.4          0.596
         158000       0.482557            444         0.9982          147.4          0.590
         159000       0.485212            447         0.9981          148.3          0.565
         160000       0.489606            453         0.9981          149.3          0.552
         161000       0.492121            461         0.9981          150.3          0.556
         162000       0.495257            463         0.9981          151.2          0.615
         163000       0.499335            466         0.9981          152.2          0.568
         164000       0.502423            470         0.9981          153.1          0.614
         165000       0.505034            474         0.9981          154.1          0.617
         166000       0.507638            476         0.9981          155.0          0.558
         167000       0.510706            480         0.9981          155.9          0.580
         168000       0.514144            484         0.9981          156.9          0.650
         169000       0.517460            488         0.9981          157.9          0.614
         170000       0.520942            493         0.9980          158.8          0.633
         171000       0.524690            497         0.9981          159.8          0.664
         172000       0.527794            502         0.9980          160.7          0.691
         173000       0.531656            505         0.9980          161.7          0.634
         174000       0.534946            506         0.9980          162.6          0.569
         175000       0.538281            509         0.9980          163.6          0.649
         176000       0.541621            511         0.9980          164.6          0.661
         177000       0.545074            515         0.9980          165.5          0.648
         178000       0.547687            522         0.9980          166.5          0.649
         179000       0.551575            526         0.9980          167.4          0.704
         180000       0.554298            531         0.9980          168.4          0.702
         181000       0.556966            534         0.9980          169.3          0.714
         182000       0.559658            536         0.9980          170.3          0.685
         183000       0.562687            539         0.9980          171.2          0.729
         184000       0.565781            543         0.9980          172.1          0.733
         185000       0.570099            544         0.9980          173.1          0.689
         186000       0.574096            547         0.9980          174.0          0.695
         187000       0.577336            553         0.9980          175.0          0.660
         188000       0.580731            556         0.9979          175.9          0.693
         189000       0.583366            561         0.9979          176.9          0.686
         190000       0.586601            564         0.9979          177.9          0.658
         191000       0.590800            567         0.9979          178.8          0.681
         192000       0.594023            571         0.9979          179.8          0.737
         193000       0.597616            575         0.9979          180.8          0.652
         194000       0.601192            576         0.9979          181.7          0.652
         195000       0.604823            581         0.9979          182.7          0.631
         196000       0.607975            585         0.9979          183.6          0.637
         197000       0.612214            590         0.9979          184.6          0.582
         198000       0.614931            593         0.9979          185.6          0.608
         199000       0.617481            597         0.9979          186.5          0.628
         200000       0.621122            599         0.9979          187.5          0.613
         201000       0.623851            602         0.9979          188.4          0.622
         202000       0.627396            604         0.9979          189.4          0.704
         203000       0.630946            610         0.9978          190.3          0.692
         204000       0.633761            611         0.9978          191.3          0.651
         205000       0.637637            614         0.9978          192.3          0.693
         206000       0.641766            621         0.9978          193.2          0.620
         207000       0.644820            626         0.9978          194.2          0.617
         208000       0.648686            627         0.9978          195.2          0.619
         209000       0.652791            628         0.9978          196.2          0.758
         210000       0.656097            635         0.9978          197.2          0.675
         211000       0.657838            638         0.9978          198.2          0.672
         212000       0.661136            640         0.9978          199.2          0.643
