       0       31         1        5.94472E-03
       0       32         2        3.01039E-02
       0       33         2        2.69731E-02
       0       34         2        2.36878E-02
       0       35         2        2.03558E-02
       0       36         2        1.70841E-02
       0       37         2        1.39688E-02
       0       38         2        1.10884E-02
       0       39         2        8.50018E-03
       0       40         2        6.24192E-03
       0       41         2        4.33101E-03
       0       42         2        2.77824E-03
       0       43         2        1.57045E-03
       0       44         2        7.23960E-04
       0       45         2        1.99472E-04
       0       46         2        1.39231E-05
       1       31         1        5.79989E-03
       1       32         2        2.89973E-02
       1       33         2        2.60709E-02
       1       34         2        2.30199E-02
       1       35         2        1.99320E-02
       1       36         2        1.68942E-02
       1       37         2        1.39861E-02
       1       38         2        1.12742E-02
       1       39         2        8.80959E-03
       1       40         2        6.62720E-03
       1       41         2        4.74821E-03
       1       42         2        3.18121E-03
       1       43         2        1.93068E-03
       1       44         2        9.91182E-04
       1       45         2        3.68429E-04
       1       46         2        5.49617E-05
       2       31         1        5.68306E-03
       2       32         2        2.80258E-02
       2       33         2        2.52738E-02
       2       34         2        2.24212E-02
       2       35         2        1.95405E-02
       2       36         2        1.67035E-02
       2       37         2        1.39767E-02
       2       38         2        1.14167E-02
       2       39         2        9.06859E-03
       2       40         2        6.96460E-03
       2       41         2        5.12550E-03
       2       42         2        3.56282E-03
       2       43         2        2.28089E-03
       2       44         2        1.28193E-03
       2       45         2        5.66280E-04
       2       46         2        1.40064E-04
       3       31         1        5.58557E-03
       3       32         2        2.71636E-02
       3       33         2        2.45611E-02
       3       34         2        2.18778E-02
       3       35         2        1.91742E-02
       3       36         2        1.65103E-02
       3       37         2        1.39423E-02
       3       38         2        1.15189E-02
       3       39         2        9.27941E-03
       3       40         2        7.25341E-03
       3       41         2        5.46088E-03
       3       42         2        3.91378E-03
       3       43         2        2.61838E-03
       3       44         2        1.57777E-03
       3       45         2        7.96489E-04
       3       46         2        2.75703E-04
       4       31         1        5.50130E-03
       4       32         2        2.63914E-02
       4       33         2        2.39182E-02
       4       34         2        2.13802E-02
       4       35         2        1.88288E-02
       4       36         2        1.63150E-02
       4       37         2        1.38866E-02
       4       38         2        1.15856E-02
       4       39         2        9.44700E-03
       4       40         2        7.49740E-03
       4       41         2        5.75580E-03
       4       42         2        4.23438E-03
       4       43         2        2.94041E-03
       4       44         2        1.87904E-03
       4       45         2        1.05856E-03
       4       46         2        4.61563E-04
       5       31         1        5.42602E-03
       5       32         2        2.56953E-02
       5       33         2        2.33343E-02
       5       34         2        2.09221E-02
       5       35         2        1.85026E-02
       5       36         2        1.61195E-02
       5       37         2        1.38143E-02
       5       38         2        1.16235E-02
       5       39         2        9.57826E-03
       5       40         2        7.70289E-03
       5       41         2        6.01538E-03
       5       42         2        4.52809E-03
       5       43         2        3.24931E-03
       5       44         2        2.18614E-03
       5       45         2        1.34922E-03
       5       46         2        6.91072E-04
       6       31         1        5.35692E-03
       6       32         2        2.50649E-02
       6       33         2        2.28023E-02
       6       34         2        2.04996E-02
       6       35         2        1.81952E-02
       6       36         2        1.59270E-02
       6       37         2        1.37310E-02
       6       38         2        1.16398E-02
       6       39         2        9.68106E-03
       6       40         2        7.87743E-03
       6       41         2        6.24615E-03
       6       42         2        4.79977E-03
       6       43         2        3.54755E-03
       6       44         2        2.49792E-03
       6       45         2        1.66225E-03
       6       46         2        9.54790E-04
       7       31         1        5.29218E-03
       7       32         2        2.44928E-02
       7       33         2        2.23169E-02
       7       34         2        2.01106E-02
       7       35         2        1.79075E-02
       7       36         2        1.57410E-02
       7       37         2        1.36427E-02
       7       38         2        1.16417E-02
       7       39         2        9.76329E-03
       7       40         2        8.02864E-03
       7       41         2        6.45452E-03
       7       42         2        5.05377E-03
       7       43         2        3.83641E-03
       7       44         2        2.81145E-03
       7       45         2        1.98983E-03
       7       46         2        1.24220E-03
       8       31         1        5.23077E-03
       8       32         2        2.39731E-02
       8       33         2        2.18744E-02
       8       34         2        1.97538E-02
       8       35         2        1.76409E-02
       8       36         2        1.55651E-02
       8       37         2        1.35548E-02
       8       38         2        1.16361E-02
       8       39         2        9.83231E-03
       8       40         2        8.16344E-03
       8       41         2        6.64605E-03
       8       42         2        5.29333E-03
       8       43         2        4.11580E-03
       8       44         2        3.12260E-03
       8       45         2        2.32355E-03
       8       46         2        1.54273E-03
       9       31         1        5.17217E-03
       9       32         2        2.35015E-02
       9       33         2        2.14723E-02
       9       34         2        1.94286E-02
       9       35         2        1.73967E-02
       9       36         2        1.54030E-02
       9       37         2        1.34726E-02
       9       38         2        1.16292E-02
       9       39         2        9.89460E-03
       9       40         2        8.28780E-03
       9       41         2        6.82524E-03
       9       42         2        5.52052E-03
       9       43         2        4.38462E-03
       9       44         2        3.42659E-03
       9       45         2        2.65490E-03
       9       46         2        1.84624E-03
      10       31         1        5.11624E-03
      10       32         2        2.30743E-02
      10       33         2        2.11083E-02
      10       34         2        1.91344E-02
      10       35         2        1.71762E-02
      10       36         2        1.52573E-02
      10       37         2        1.34001E-02
      10       38         2        1.16263E-02
      10       39         2        9.95574E-03
      10       40         2        8.40679E-03
      10       41         2        6.99576E-03
      10       42         2        5.73673E-03
      10       43         2        4.64125E-03
      10       44         2        3.71846E-03
      10       45         2        2.97568E-03
      10       46         2        2.14322E-03
      11       31         1        5.06305E-03
      11       32         2        2.26885E-02
      11       33         2        2.07802E-02
      11       34         2        1.88703E-02
      11       35         2        1.69799E-02
      11       36         2        1.51301E-02
      11       37         2        1.33409E-02
